frame,status,missing,centering_reliable,sheet_left_x,sheet_right_x,sheet_width_px,pattern_left_x,pattern_right_x,pattern_width_px,left_margin_px,right_margin_px,margin_delta_px,offset_px,left_margin_std,right_margin_std,sheet_left_slope_deg,sheet_right_slope_deg,pattern_left_slope_deg,pattern_right_slope_deg
frame_0036.png,OK,0,True,-104.6,338.1,442.8,29.5,226.3,196.8,134.1,111.9,22.3,11.13,8.26,8.54,1.16,-0.17,-1.94,0.53
frame_0037.png,OK,0,True,-106.4,340.3,446.7,29.5,226.6,197.1,135.9,113.6,22.3,11.16,1.47,8.19,0.99,0.42,0.80,-0.10
frame_0038.png,OK,0,True,-103.7,335.7,439.4,30.7,224.8,194.1,134.4,111.0,23.4,11.69,0.90,7.81,1.11,0.26,0.79,1.50
frame_0039.png,OK,0,True,-106.2,341.3,447.5,29.9,227.5,197.6,136.1,113.7,22.4,11.20,9.06,8.96,1.01,0.52,1.73,1.15
frame_0040.png,OK,0,True,-105.3,338.6,443.9,30.1,225.9,195.8,135.4,112.7,22.6,11.32,1.14,7.31,0.90,0.31,0.84,1.51
frame_0041.png,OK,0,True,-105.9,339.0,444.9,29.0,225.8,196.8,134.9,113.2,21.7,10.86,6.75,8.47,1.14,-0.06,0.83,0.39
frame_0042.png,OK,0,True,-104.5,339.2,443.7,29.9,226.8,196.8,134.4,112.5,22.0,10.98,1.27,7.33,1.19,0.43,0.82,0.82
frame_0043.png,OK,0,True,-104.5,339.2,443.7,29.9,226.8,196.8,134.4,112.5,22.0,10.98,1.27,7.33,1.19,0.43,0.82,0.82
frame_0044.png,OK,0,True,-106.6,340.1,446.7,29.1,226.2,197.1,135.7,113.9,21.8,10.92,1.75,7.76,0.72,0.26,0.79,-0.41
frame_0045.png,OK,0,True,-106.3,340.3,446.5,29.6,226.2,196.5,135.9,114.1,21.8,10.91,1.33,8.14,0.88,0.35,0.79,1.13
frame_0046.png,OK,0,True,-106.1,340.1,446.2,29.5,226.8,197.3,135.6,113.2,22.4,11.20,1.42,8.05,1.01,0.31,0.73,1.21
frame_0047.png,OK,0,True,-106.4,341.1,447.5,29.6,226.9,197.3,135.9,114.2,21.7,10.86,1.26,8.10,0.89,0.38,0.73,1.20
frame_0048.png,OK,0,True,-106.8,341.1,447.9,28.1,227.5,199.4,134.9,113.6,21.3,10.65,1.25,8.17,0.86,0.33,0.76,1.21
frame_0049.png,OK,0,True,-105.4,339.6,445.1,30.4,226.5,196.1,135.8,113.2,22.7,11.33,1.13,8.05,0.93,0.25,0.77,1.67
frame_0050.png,OK,0,True,-105.4,340.4,445.8,28.9,227.8,198.9,134.3,112.6,21.7,10.83,8.91,8.62,0.99,0.63,-0.20,2.06
frame_0051.png,OK,0,True,-104.2,337.9,442.1,30.0,225.3,195.4,134.2,112.6,21.7,10.83,1.21,7.98,0.94,0.31,0.82,0.29
frame_0052.png,OK,0,True,-104.9,339.8,444.8,28.4,229.1,200.7,133.4,110.7,22.7,11.34,39.88,55.60,0.72,0.82,0.37,0.43
frame_0053.png,OK,0,True,-102.2,336.8,439.0,30.7,225.6,194.9,132.9,111.2,21.7,10.85,1.07,8.08,0.95,0.29,0.86,3.46
frame_0054.png,OK,0,True,-103.4,337.6,441.0,30.4,226.5,196.1,133.8,111.1,22.7,11.34,9.03,8.59,1.00,0.20,-1.86,3.69
frame_0055.png,OK,0,True,-100.9,335.8,436.7,30.7,225.2,194.5,131.7,110.6,21.1,10.53,1.43,8.03,0.87,0.55,0.75,0.70
frame_0056.png,OK,0,True,-102.2,335.4,437.6,31.6,224.5,192.9,133.8,110.9,22.9,11.44,0.93,7.98,0.80,0.14,0.81,1.32
frame_0057.png,OK,0,True,-103.8,338.2,442.0,22.7,226.2,203.5,126.6,112.0,14.6,7.29,1.32,7.63,0.38,0.65,0.73,1.92
frame_0058.png,OK,0,True,-104.2,339.0,443.2,29.6,226.6,197.0,133.8,112.3,21.5,10.73,0.87,7.58,1.01,0.18,0.80,1.26
frame_0059.png,OK,0,True,-104.6,339.2,443.8,30.2,225.9,195.7,134.8,113.4,21.4,10.70,1.35,7.77,0.71,0.44,0.71,-0.55
frame_0060.png,OK,0,True,-105.2,339.5,444.7,29.7,226.5,196.8,134.9,113.0,21.9,10.96,1.36,7.81,1.04,0.28,0.76,-0.13
frame_0061.png,OK,0,True,-103.8,336.1,439.9,30.1,224.2,194.2,133.8,111.9,21.9,10.95,8.98,8.56,1.15,0.08,0.16,1.94
frame_0062.png,OK,0,True,-104.6,339.5,444.1,29.4,226.0,196.6,134.0,113.5,20.6,10.28,1.41,7.44,1.16,0.33,0.77,1.49
frame_0063.png,OK,0,True,-105.4,339.9,445.3,29.6,226.5,196.9,135.1,113.4,21.7,10.84,1.20,8.18,1.07,0.14,0.78,1.59
frame_0064.png,OK,0,True,-106.7,341.0,447.6,29.7,227.3,197.6,136.3,113.7,22.6,11.31,1.43,8.17,0.87,0.34,0.79,0.55
frame_0065.png,OK,0,True,-105.9,340.5,446.4,29.7,226.5,196.7,135.6,114.0,21.6,10.79,1.18,7.53,0.85,0.27,0.77,1.64
frame_0066.png,OK,0,True,-103.7,336.3,440.0,29.7,224.4,194.7,133.4,111.9,21.6,10.78,1.19,7.98,1.21,-0.04,0.79,-0.56
frame_0067.png,OK,0,True,-106.2,338.6,444.7,28.2,227.0,198.9,134.3,111.5,22.8,11.40,1.02,7.31,0.67,0.66,0.77,4.28
frame_0068.png,OK,0,True,-104.8,337.9,442.8,29.0,226.6,197.6,133.8,111.4,22.4,11.21,8.57,8.64,0.65,0.61,0.72,1.69
frame_0069.png,OK,0,True,-106.0,339.3,445.3,28.6,227.9,199.3,134.6,111.4,23.2,11.62,73.93,35.77,2.10,0.23,1.79,-0.37
frame_0070.png,OK,0,True,-101.8,336.9,438.7,30.9,226.0,195.0,132.7,110.9,21.8,10.90,1.07,8.04,1.10,0.60,0.78,1.90
frame_0071.png,OK,0,True,-104.5,341.1,445.6,30.5,227.0,196.5,135.0,114.1,20.9,10.44,1.24,8.47,0.87,0.37,0.79,3.84
frame_0072.png,OK,0,True,-104.2,341.5,445.8,31.1,228.4,197.3,135.3,113.1,22.2,11.12,1.19,7.45,0.92,0.47,0.83,0.96
frame_0073.png,OK,0,True,-104.2,341.5,445.8,31.1,228.4,197.3,135.3,113.1,22.2,11.12,1.19,7.45,0.92,0.47,0.83,0.96
frame_0074.png,OK,0,True,-104.5,340.3,444.8,7.9,226.5,218.6,112.4,113.8,-1.4,-0.69,0.94,7.87,0.96,0.57,0.80,0.26
frame_0075.png,OK,0,True,-102.2,336.6,438.8,-1.5,225.4,226.9,100.7,111.3,-10.5,-5.27,1.10,8.40,0.78,0.25,0.92,0.32
frame_0076.png,OK,0,True,-102.4,337.1,439.5,30.9,225.9,195.0,133.3,111.2,22.1,11.04,9.02,8.79,0.93,-0.11,0.55,0.95
frame_0077.png,OK,0,True,-102.4,337.9,440.3,30.4,226.5,196.1,132.8,111.4,21.4,10.72,8.77,8.67,0.95,0.26,0.13,1.18
frame_0078.png,OK,0,True,-102.5,337.9,440.4,30.8,227.5,196.7,133.3,110.4,22.9,11.45,8.62,8.83,0.91,0.26,0.69,1.19
frame_0079.png,OK,0,True,-102.3,336.9,439.2,30.8,228.0,197.1,133.1,108.9,24.2,12.11,1.04,7.87,0.97,0.11,0.79,1.00
frame_0080.png,OK,0,True,-102.9,338.4,441.3,30.7,225.0,194.3,133.6,113.4,20.2,10.11,1.36,7.59,0.95,0.23,0.57,1.78
frame_0081.png,OK,0,True,-103.2,336.8,440.0,29.7,228.2,198.5,132.8,108.6,24.2,12.11,1.13,0.94,0.81,0.04,0.71,0.29
frame_0082.png,OK,0,True,-104.8,339.2,444.0,29.6,225.0,195.4,134.4,114.2,20.1,10.05,1.16,8.25,0.67,0.58,0.74,0.48
frame_0083.png,OK,0,True,-107.0,339.6,446.6,29.1,226.8,197.7,136.1,112.8,23.3,11.65,1.51,8.25,1.01,0.05,0.77,0.80
